CircleName,Abbrev,LatLong
"Santa Rosa - Area de Conservacion Guanacaste, Costa Rica",CRSR,10.8713320000/-85.6905160000

CountYear3,LowTemp,HighTemp,AMCloud,PMClouds,AMRain,PMRain,AMSnow,PMSnow
119,20.0 Celsius,29.0 Celsius,Clear,Clear,None,None,None,None
118,20.0 Celsius,27.0 Celsius,Partly Clear,Partly Clear,Light,Light,,
117,20.0 Celsius,26.0 Celsius,Partly Cloudy,Partly Cloudy,Light,Light,,
116,25.0 Celsius,30.0 Celsius,Clear,Clear,None,None,None,None
115,73.0 Fahrenheit,88.0 Fahrenheit,Clear,Clear,None,None,None,None
114,22.0 Celsius,31.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,None
113,25.0 Celsius,30.0 Celsius,Cloudy,Cloudy,Light,None,None,None
112,25.0 Celsius,28.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,None
111,75.0 Celsius,88.0 Celsius,Clear,Clear,None,None,None,None

CountYear5,LowTemp3,HighTemp2,AMCloud2,PMClouds2
"Prothonotary Warbler
[Protonotaria citrea]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",12,0.1727,
"Prothonotary Warbler
[Protonotaria citrea]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",30,0.3060,
"Prothonotary Warbler
[Protonotaria citrea]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",27,0.2748,
"Prothonotary Warbler
[Protonotaria citrea]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",10,0.0792,
"Prothonotary Warbler
[Protonotaria citrea]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",15,0.2410,
"Prothonotary Warbler
[Protonotaria citrea]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",36,0.3956,
"Prothonotary Warbler
[Protonotaria citrea]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Prothonotary Warbler
[Protonotaria citrea]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",14,0.1556,
"Prothonotary Warbler
[Protonotaria citrea]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",20,0.2210,
"Tennessee Warbler
[Oreothlypis peregrina]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",22,0.3165,
"Tennessee Warbler
[Oreothlypis peregrina]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",20,0.2040,
"Tennessee Warbler
[Oreothlypis peregrina]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",101,1.0280,
"Tennessee Warbler
[Oreothlypis peregrina]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",86,0.6809,
"Tennessee Warbler
[Oreothlypis peregrina]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",52,0.8353,
"Tennessee Warbler
[Oreothlypis peregrina]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",21,0.2308,
"Tennessee Warbler
[Oreothlypis peregrina]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",54,0.5947,
"Tennessee Warbler
[Oreothlypis peregrina]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",95,1.0556,
"Tennessee Warbler
[Oreothlypis peregrina]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",33,0.3646,
"Connecticut Warbler
[Oporornis agilis]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Connecticut Warbler
[Oporornis agilis]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Connecticut Warbler
[Oporornis agilis]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Connecticut Warbler
[Oporornis agilis]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",1,0.0079,"US,"
"Connecticut Warbler
[Oporornis agilis]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Connecticut Warbler
[Oporornis agilis]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Connecticut Warbler
[Oporornis agilis]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Connecticut Warbler
[Oporornis agilis]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Connecticut Warbler
[Oporornis agilis]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Gray-crowned Yellowthroat
[Geothlypis poliocephala]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Gray-crowned Yellowthroat
[Geothlypis poliocephala]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Gray-crowned Yellowthroat
[Geothlypis poliocephala]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",1,0.0102,
"Gray-crowned Yellowthroat
[Geothlypis poliocephala]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",3,0.0238,
"Gray-crowned Yellowthroat
[Geothlypis poliocephala]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",3,0.0482,
"Gray-crowned Yellowthroat
[Geothlypis poliocephala]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Gray-crowned Yellowthroat
[Geothlypis poliocephala]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Gray-crowned Yellowthroat
[Geothlypis poliocephala]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",4,0.0444,
"Gray-crowned Yellowthroat
[Geothlypis poliocephala]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",1,0.0110,
"Mourning Warbler
[Geothlypis philadelphia]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Mourning Warbler
[Geothlypis philadelphia]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",4,0.0408,
"Mourning Warbler
[Geothlypis philadelphia]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Mourning Warbler
[Geothlypis philadelphia]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",4,0.0317,
"Mourning Warbler
[Geothlypis philadelphia]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Mourning Warbler
[Geothlypis philadelphia]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Mourning Warbler
[Geothlypis philadelphia]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Mourning Warbler
[Geothlypis philadelphia]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Mourning Warbler
[Geothlypis philadelphia]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"American Redstart
[Setophaga ruticilla]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",1,0.0144,
"American Redstart
[Setophaga ruticilla]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",6,0.0612,
"American Redstart
[Setophaga ruticilla]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",4,0.0407,
"American Redstart
[Setophaga ruticilla]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",2,0.0158,
"American Redstart
[Setophaga ruticilla]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",8,0.1285,
"American Redstart
[Setophaga ruticilla]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",6,0.0659,
"American Redstart
[Setophaga ruticilla]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",5,0.0551,
"American Redstart
[Setophaga ruticilla]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",2,0.0222,
"American Redstart
[Setophaga ruticilla]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",4,0.0442,
"Magnolia Warbler
[Setophaga magnolia]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Magnolia Warbler
[Setophaga magnolia]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Magnolia Warbler
[Setophaga magnolia]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Magnolia Warbler
[Setophaga magnolia]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Magnolia Warbler
[Setophaga magnolia]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",1,0.0161,
"Magnolia Warbler
[Setophaga magnolia]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Magnolia Warbler
[Setophaga magnolia]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Magnolia Warbler
[Setophaga magnolia]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Magnolia Warbler
[Setophaga magnolia]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Blackburnian Warbler
[Setophaga fusca]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",1,0.0144,
"Blackburnian Warbler
[Setophaga fusca]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Blackburnian Warbler
[Setophaga fusca]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Blackburnian Warbler
[Setophaga fusca]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",1,0.0079,
"Blackburnian Warbler
[Setophaga fusca]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Blackburnian Warbler
[Setophaga fusca]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Blackburnian Warbler
[Setophaga fusca]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Blackburnian Warbler
[Setophaga fusca]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Blackburnian Warbler
[Setophaga fusca]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Yellow Warbler
[Setophaga petechia]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",2,0.0288,
"Yellow Warbler
[Setophaga petechia]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",12,0.1224,
"Yellow Warbler
[Setophaga petechia]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",31,0.3155,
"Yellow Warbler
[Setophaga petechia]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",28,0.2217,
"Yellow Warbler
[Setophaga petechia]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",38,0.6104,
"Yellow Warbler
[Setophaga petechia]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",41,0.4505,
"Yellow Warbler
[Setophaga petechia]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",17,0.1872,
"Yellow Warbler
[Setophaga petechia]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",53,0.5889,
"Yellow Warbler
[Setophaga petechia]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",47,0.5193,
"Chestnut-sided Warbler
[Setophaga pensylvanica]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",1,0.0144,
"Chestnut-sided Warbler
[Setophaga pensylvanica]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Chestnut-sided Warbler
[Setophaga pensylvanica]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Chestnut-sided Warbler
[Setophaga pensylvanica]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Chestnut-sided Warbler
[Setophaga pensylvanica]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Chestnut-sided Warbler
[Setophaga pensylvanica]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",1,0.0110,
"Chestnut-sided Warbler
[Setophaga pensylvanica]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Chestnut-sided Warbler
[Setophaga pensylvanica]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",2,0.0222,
"Chestnut-sided Warbler
[Setophaga pensylvanica]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",1,0.0110,
"Black-throated Green Warbler
[Setophaga virens]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Black-throated Green Warbler
[Setophaga virens]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",2,0.0204,
"Black-throated Green Warbler
[Setophaga virens]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",2,0.0204,
"Black-throated Green Warbler
[Setophaga virens]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",1,0.0079,
"Black-throated Green Warbler
[Setophaga virens]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Black-throated Green Warbler
[Setophaga virens]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Black-throated Green Warbler
[Setophaga virens]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Black-throated Green Warbler
[Setophaga virens]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Black-throated Green Warbler
[Setophaga virens]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",,,
"Rufous-capped Warbler
[Basileuterus rufifrons]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",26,0.3741,
"Rufous-capped Warbler
[Basileuterus rufifrons]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",57,0.5813,
"Rufous-capped Warbler
[Basileuterus rufifrons]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",77,0.7837,
"Rufous-capped Warbler
[Basileuterus rufifrons]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",69,0.5463,
"Rufous-capped Warbler
[Basileuterus rufifrons]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",35,0.5622,
"Rufous-capped Warbler
[Basileuterus rufifrons]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",45,0.4945,
"Rufous-capped Warbler
[Basileuterus rufifrons]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",27,0.2974,
"Rufous-capped Warbler
[Basileuterus rufifrons]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",51,0.5667,
"Rufous-capped Warbler
[Basileuterus rufifrons]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",32,0.3536,
"Canada Warbler
[Cardellina canadensis]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Canada Warbler
[Cardellina canadensis]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Canada Warbler
[Cardellina canadensis]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Canada Warbler
[Cardellina canadensis]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Canada Warbler
[Cardellina canadensis]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",,,
"Canada Warbler
[Cardellina canadensis]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Canada Warbler
[Cardellina canadensis]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Canada Warbler
[Cardellina canadensis]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Canada Warbler
[Cardellina canadensis]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",1,0.0110,
"Gray-headed Tanager
[Eucometis penicillata]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Gray-headed Tanager
[Eucometis penicillata]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Gray-headed Tanager
[Eucometis penicillata]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Gray-headed Tanager
[Eucometis penicillata]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Gray-headed Tanager
[Eucometis penicillata]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",1,0.0161,
"Gray-headed Tanager
[Eucometis penicillata]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Gray-headed Tanager
[Eucometis penicillata]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Gray-headed Tanager
[Eucometis penicillata]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",2,0.0222,
"Gray-headed Tanager
[Eucometis penicillata]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",3,0.0331,
"Blue-gray Tanager
[Thraupis episcopus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Blue-gray Tanager
[Thraupis episcopus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Blue-gray Tanager
[Thraupis episcopus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",,,
"Blue-gray Tanager
[Thraupis episcopus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",,,
"Blue-gray Tanager
[Thraupis episcopus]","2014 [115]
Count Date: 12/28/2014
# Participants: 44
# Species Reported: 175
Total Hrs.: 62.25",1,0.0161,
"Blue-gray Tanager
[Thraupis episcopus]","2015 [116]
Count Date: 12/28/2015
# Participants: 36
# Species Reported: 181
Total Hrs.: 91.00",,,
"Blue-gray Tanager
[Thraupis episcopus]","2016 [117]
Count Date: 12/28/2016
# Participants: 32
# Species Reported: 152
Total Hrs.: 90.80",,,
"Blue-gray Tanager
[Thraupis episcopus]","2017 [118]
Count Date: 12/28/2017
# Participants: 42
# Species Reported: 177
Total Hrs.: 90.00",,,
"Blue-gray Tanager
[Thraupis episcopus]","2018 [119]
Count Date: 12/28/2018
# Participants: 49
# Species Reported: 192
Total Hrs.: 90.50",1,0.0110,
"Red-legged Honeycreeper
[Cyanerpes cyaneus]","2010 [111]
Count Date: 12/28/2010
# Participants: 21
# Species Reported: 148
Total Hrs.: 69.50",,,
"Red-legged Honeycreeper
[Cyanerpes cyaneus]","2011 [112]
Count Date: 12/28/2011
# Participants: 27
# Species Reported: 153
Total Hrs.: 98.05",,,
"Red-legged Honeycreeper
[Cyanerpes cyaneus]","2012 [113]
Count Date: 12/28/2012
# Participants: 34
# Species Reported: 185
Total Hrs.: 98.25",2,0.0204,
"Red-legged Honeycreeper
[Cyanerpes cyaneus]","2013 [114]
Count Date: 12/28/2013
# Participants: 45
# Species Reported: 186
Total Hrs.: 126.30",1,0.0079,
